violence,protest,proccd_text,text
0,0,rt usrId here s the pro erdogan newspaper yeni afak today with a messages on its front page in english httpAddress,"RT @JoeWSJ: Here's the Pro-Erdogan newspaper Yeni afak today, with a messages on its front page in English http://t.co/cg7mMGafUQ"
0,0,rt usrId i thought my obsession with #got was incompatible with monitoring the situation in httpAddress i was httpAddress #occupygezi ht,RT @SulomeAnderson: I thought my obsession with #GoT was incompatible with monitoring the situation in #Turkey. I was wrong. #occupygezi ht
0,1,erdogan is allowing the people to declare the protestors anti religious with his latest httpAddress #occupygezi #direngeziparki,"Erdogan is allowing the people to declare the protestors ""anti-religious"" with his latest statement. #occupygezi #direngeziparki"
0,1,this is here turkiye media afraid and silenced pls tell to the world #askally matt smit #direngezipark #tayipstifa httpAddress,this is here turkiye media afraid and silenced pls tell to the world #AskAlly Matt Smit #DirenGeziPark #Tayipstifa http://t.co/IsAUT5Yynj
0,1,rt usrId investors baffled by turkey protests moneybeat wsj httpAddress via usrId with usrId,RT @dowjones_yeliz: Investors baffled by Turkey Protests - MoneyBeat - WSJ http://t.co/9X9o9JNsjp via @WSJ with @kerim_karakaya
0,0,randy david explains turkey today in a nutshell httpAddress usrId,Randy David explains Turkey today in a nutshell http://t.co/a8cBVMJJ9z @inquirerdotnet
0,1,the whole world is watching how peoples of turkey httpAddress government should watch out people now learn to resist ! httpAddress,"The whole world is watching how peoples of Turkey resist. Government should watch out, people now learn to resist! http://t.co/zKsffYrbBT"
0,0,go brasil with love from istanbul rt usrId usrId usrId #changeturkey #changebrazil httpAddress,"GO Brasil, with love from Istanbul RT @suyorumcusu @arthur_slopes @Adriana_HJ #ChangeTurkey #ChangeBrazil http://t.co/SC1l8iZLQv"
0,0,photoset forest dreams turkey needs support as always the media try to hide the truth httpAddress httpAddress,"Photoset: forest-dreams: Turkey needs support, as always the media try to hide the truth @huffingtonpost... http://t.co/H35wQxpjjA"
0,1,rt usrId video #occupygezi #j10 barricades being reinforced in anticipation of attack on the camp httpAddress #istranbul httpAddress,RT @GlobalRevLive: Video: #OccupyGezi #J10 Barricades being reinforced in anticipation of attack on the camp tonight. #Istranbul http://t
0,1,rt usrId greenpeace joins peaceful gezi protests in solidarity and to protect the right to peaceful protest #occupygezi httpAddress,"RT @Greenpeace: Greenpeace joins peaceful Gezi protests in solidarity, and to protect the right to peaceful protest #occupygezi http://t.co"
0,1,bruce willis let everyone httpAddress in turkey is not httpAddress people dying on the streets ? turkey is suffering ! #dayangezipark,"Bruce Willis : ""Let everyone know..Press in Turkey is not working..is people dying on the streets? Turkey is suffering! #dayangezipark"
0,0,ankara police block activist funeral cortege raid memorial protest with tear gas #turkey httpAddress,"Ankara police block activist funeral cortege, raid memorial protest with tear gas #Turkey http://t.co/4wJD1dKJVZ"
0,1,rt usrId #direngezipark turkish citizens protesting get a taste of their govts brutality what chance do #christians minorities,"RT @SaveAssyrians: #direngezipark Turkish citizens protesting get a taste of their govts brutality, what chance do #Christians minorities "
0,1,contours of a new republic and signals from the past how to understand taksim square httpAddress #occupygezi #direngezi,Contours of a New Republic and Signals from the Past: How to Understand Taksim Square http://t.co/qe0Fjvw52o #occupygezi #direngezi
0,0,from turkey httpAddress,From Turkey http://t.co/8MOokyGf2Q
0,0,protests showed how serious amp ,"Protests showed how serious&amp;spread the censorship in #Turkey's media.During largest protests of country,leading TVnetworks became irrelevant"
0,1,rt usrId amnesty internationals issuing international call to its activists to take action over police violence in #taksim #direngezi,RT @fridafos: Amnesty Internationals issuing international call to its activists to take action over police violence in #Taksim #direngezi
0,1,rt usrId turkish union to strike from tuesday over unrest httpAddress #occupygezi,RT @ReutersWorld: Turkish union to strike from Tuesday over unrest http://t.co/nG5DUHbrpT #occupygezi
0,0,turkey httpAddress oh httpAddress ya allah do not let it httpAddress usrId is still better than others a finer president of httpAddress,"Turkey Spring?... Oh no... Ya Allah, do not let it be... @RT_Erdogan is still better than others, a finer president of Turkey."
0,0,rt usrId the trtnews channel was broadcasting the governor s httpAddress says you shouldn t broadcast httpAddress our knowledge they go off,"RT @myriamonde: the TRTNews channel was broadcasting the governor's meeting.he says ""you shouldn't broadcast w/o our knowledge"",they go off"
0,0,rt usrId have spaghetti bolognese without the guilt ! under DD calories it s made with ground turkey and roasted eggplant httpAddress,"RT @PastaFits: Have Spaghetti Bolognese without the guilt! Under 500 calories, it's made with ground turkey and roasted eggplant: http://t."
0,0,#istanbul #taksim right now httpAddress,"#Istanbul, #Taksim right now: http://t.co/MoLwbeNUMQ"
0,1,rt usrId turkey must see video about the first week of #occupygezi httpAddress,RT @edosh: TURKEY Must see video about the first week of #OccupyGezi http://t.co/n4NSAHy5be
0,0,i promised my buddy jose zapata to stop worrying about the situation in turkey for a httpAddress and to listen httpAddress httpAddress,I promised my buddy Jose Zapata to stop worrying about the situation in Turkey for a moment... and to listen to... http://t.co/wzurLI0nlU
0,1,all cops are bastards #direngezipark,All Cops Are Bastards #direngezipark
0,0,turkey s standing man to join ranks of httpAddress,"Turkey's 'standing man' to join ranks of icons?
http://t.co/jROMV27vqs"
0,0,#turkey live streaming from the trade union demonstration in istanbul taksim httpAddress,"#Turkey : Live streaming from the trade union demonstration in Istanbul ,Taksim Square
http://t.co/9ihm6jYDb6"
0,0,rt usrId rt usrId amazing shot from #occupyturkey protests it explains httpAddress httpAddress #direnis ima,"RT @OccupyChicago: RT @BaburRealer Amazing shot from #OccupyTurkey protests , it explains everything. http://t.co/pm8kb3jLEq 
#Direnis
Ima"
0,1,rt usrId your wedding in gas mask with a pink volkswagen as httpAddress #occupygezi httpAddress,"RT @zeynep: Your wedding in gas mask, with a pink Volkswagen as bonus. #occupygezi http://t.co/rtrTeBaLLk"
0,1,please mention #direngeziparki to save the hyde park of istanbul ! support and recognition is needed D the park to be saved ! tnku italianews,please mention #direngeziparki to save the Hyde Park of Istanbul! Support and recognition is needed 4 the park to be saved! TNKU@ItaliaNEWS
0,0,turkey burgers really can be juicy and flavorful httpAddress turkey burgers really can be juicy httpAddress httpAddress,Turkey burgers really can be juicy and flavorful - http://t.co/oKI3fTTzN5: Turkey burgers really can be juicy a... http://t.co/dkWlFEfOjI
0,0,my sandwich just consisted of turkey ham sunny side up egg bacon pepper jack cheese and mango httpAddress if you were wanting to know,"My sandwich just consisted of turkey, ham, sunny side up egg, bacon, pepper jack cheese and mango salsa. If you were wanting to know"
0,0,rt usrId the police start shooting gas inside buildings in ankara while mainstream tv networks largely ignore httpAddress,"RT @EremKazancioglu: The police start shooting gas inside buildings in Ankara, while mainstream TV networks largely ignore clashes.#occupyg"
0,0,rt usrId good luck abi !! en buyuk #cimbom #istanbul httpAddress,RT @RodneySneijder: Good luck abi!! En buyuk #cimbom #istanbul http://t.co/bmdeumQlHY
0,0,usrId are you aware of what is happening in #istanbul right now ? turkish government is terrorizing its own citizens !,@BarackObama are you aware of what is happening in #Istanbul right now? Turkish government is terrorizing its own citizens!
0,0,ela vai cantar i was were #prayforturkey #soundofchangenomultishow,Ela vai cantar I Was Were ') #PrayForTurkey #SoundOfChangeNoMultishow
0,1,in regard to media censorship and police terror in turkey absolutely amazing !! #occupygezi httpAddress,"In Regard to Media Censorship and Police Terror in Turkey ""Absolutely amazing!!!"" #occupygezi http://t.co/PHi1jJ9bdQ"
1,1,rt usrId in turkey at least DD injured as police clash with protesters at gezi park httpAddress #occupygezi httpAddress,"RT @ReutersWorld: In Turkey, at least 100 injured as police clash with protesters at Gezi Park http://t.co/FPyLrsV9Na #occupygezi http://t."
0,0,rt our correspondent has just returned from httpAddress uh what ?,"RT: ""Our correspondent has just returned from Turkey."" Uh, what?"
0,0,usrId you can watch it httpAddress and please spread it !! 1,@YourAnonNews you can watch it http://t.co/8qsmpp5Kno and please spread it !!!1
0,0,i just chased this turkey into a tree httpAddress,I just chased this turkey into a tree http://t.co/f5A6ZSDx24
0,0,rt usrId #arincs apology for use of tear gas small step forward but further steps have to follow #turkey,"RT @Hannes_Swoboda: #Arincs apology for use of tear gas small step forward, but further steps have to follow"" #Turkey"
0,1,rt usrId guy walks into the park holding a sign we re gay and received support from httpAddress #direngezipark httpAddress,"RT @Dilmunite: Guy walks into the park holding a sign ""We're gay"" and received support from crowd. #direngezipark http://t.co/GQCcrFciVo"
0,0,#turkey is scary for #mb because it shows that even if they do the unlikely amp ,"#Turkey is scary for #MB because it shows that even if they do the unlikely &amp; manage the economy well, they could still end up unpopular."
0,0,supersport tonight fifa httpAddress world cup turkey vs el salvador ss7 at 19 45 #ssfootball,SuperSport Tonight FIFA U/20 World Cup: Turkey vs El Salvador SS7 at 19:45 #SSFootball
0,1,it s not the economy httpAddress #occupygezi #direngeziparki,"it's NOT the economy, stupid. #occupygezi #direngeziparki"
0,0,#taksim #istanbul #turkey erdogan s ak supporters vested httpAddress the danger of politicalparties prevents democracy httpAddress,"#Taksim #Istanbul #Turkey Erdogan's AK supporters=Vested Interests. The DANGER of PoliticalParties,PREVENTS democracy http://t.co/E0x2lm7Ik4"
0,0,anonymous operation turkey httpAddress,Anonymous - Operation Turkey http://t.co/tHKo82RMYn
0,1,besiktas s going to down by the httpAddress ! help ! #direngezipark #occupygezi,"Besiktas s going to down,by the gov.police ! Help ! #direngezipark #occupygezi"
0,0,don t forget to try our amazing roasted turkey carved off the httpAddress available httpAddress don t miss this great deal !,Don't forget to try our amazing roasted turkey carved off the bone. Available 11:00-2:00. Don't miss this great deal!
0,1,rt usrId love it ! rt usrId i am in solidarity with #occupygezi httpAddress,RT @coconicco: Love it! :) RT @Hevallo: I am in solidarity with #OccupyGezi http://t.co/C8dwCKmdMy
0,0,usrId charlize plse tweet #prayforturkey ! we need your pray !,@CharlizeAfrica Charlize plse tweet #PrayForTurkey ! We need your pray! 
0,1,usrId any move in the ep to pass an emergency motion to call for eu sanctions against erdogan ? #geziparki,@AlynSmithMEP Any move in the EP to pass an emergency motion to call for EU sanctions against Erdogan ? #geziparki
0,1,rt usrId thousands marched crossed the bosphorus bridge by foot this morning in #istanbul #geziparki httpAddress,RT @sarponline: Thousands marched crossed the Bosphorus Bridge by foot this morning in #Istanbul | #GeziParki http://t.co/lfJmeDWiQr
0,1,rt usrId support for opposition groups to erdogan in turkey is httpAddress #occupygezi #directactiongetsthegoods,RT @OccupyWallStNYC: Support for opposition groups to Erdogan in Turkey is rising. #OccupyGezi #DirectActionGetsTheGoods
0,0,erdogan s deluxe box turkish delights usrId httpAddress,"Erdogan's DeLuxe Box Turkish Delights @vot99
#chapullin
#Turkey http://t.co/ky3MuPiOdU"
0,0,rt usrId shot my first turkey httpAddress . scared the shit out of everyone in the frozen food httpAddress,RT @Ruby_Nator__: Shot my first turkey today. . scared the shit out of everyone in the frozen food section...
0,0,rt usrId usrId the lesson in turkey s protests democracy is about more than counting votes httpAddress msz respe,RT @MSZGN: @ForeignPolicy: The lesson in Turkey's protests: Democracy is about more than counting votes http://t.co/dEjhWb1Gwy MSZ: Respe
0,0,leadership comparisons between erdogan thatcher and putin httpAddress,"Leadership comparisons between Erdogan, Thatcher and Putin http://t.co/OXuBx3oeAJ"
0,0,turkeys alcohol curbs bring no cheer to httpAddress httpAddress,Turkeys alcohol curbs bring no cheer to manufacturers. http://t.co/t3uECGdRtE
0,1,rt usrId turkey government threatens pressurized httpAddress that s what we have on behalf of democracy in #turkey ! #usa #amnesty #occupygezi httpAddress,RT @YourAnonNews: Turkey Government threatens pressurized water... that's what we have on behalf of democracy in #Turkey ! #USA #Amnesty #OccupyGezi http://t.co/AP5EBoor91
0,0,david rodriguez shows off butterball s new artisan seasoned turkey breast #iddba usrId usrId httpAddress,David Rodriguez shows off Butterball's new Artisan Seasoned Turkey Breast #iddba @butterball @jimdudlicek http://t.co/4P5JVuuLVe
0,1,rt usrId solidarity from yuri ! catfuck the police ! #occupygezi httpAddress,RT @Katina_ki: Solidarity from Yuri! Catfuck the police! #occupygezi http://t.co/54lUdvgafD
